idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
225, They are usually left unmarked: ⟨t⟩.,⟨t⟩,0.05095100402832031,3.744011878967285,0.6822490692138672,0.2857142857142857,0.2857142857142857
226, Soda pulping.,Soda pulping,0.04857683181762695,3.245051622390747,0.9681617617607117,1.0,1.0
227, A database transaction.,transaction,0.04867815971374512,3.2294082641601562,0.775098443031311,0.5,0.5
228, China.,China,0.06080961227416992,3.083292245864868,0.945481538772583,1.0,1.0
229, Germany in 1922.,Germany,0.05234551429748535,3.3764729499816895,0.6029512286186218,0.5,0.5
230, COBOL was created to provide a standard programming language for business applications.,Interest in a standard,0.04902815818786621,4.022032022476196,0.1181759163737297,0.25,0.25
231, Laidlines.,Laidlines,0.06793642044067383,3.2472193241119385,0.9563372135162354,1.0,1.0
232, 71.6 million tons.,71.6 million,0.05836057662963867,3.461683511734009,0.6843035221099854,0.8571428571428571,0.8571428571428571
233, dialect and phonetic environment.,dialect and phonetic environment,0.05818748474121094,3.3797078132629395,0.9749554395675659,1.0,1.0
234, Many paper companies plant trees to help regrow forests.,plant trees,0.12137937545776367,3.784926652908325,0.6129381060600281,0.3636363636363636,0.3636363636363636
235, The last step in paper production is cutting the paper into sheets for use.,drying,0.0631873607635498,4.0265960693359375,0.2183515578508377,0.0,0.0
236, murmured sonorants.,murmured sonorants,0.04405379295349121,3.3764359951019287,0.9684350490570068,1.0,1.0
237, The container of the physical materialization of a database.,physical materialization of a database,0.06279754638671875,3.7420434951782227,0.9072863459587097,0.7142857142857143,0.7142857142857143
238, preaspirated stops.,Preaspirated stops,0.07641339302062988,3.4094769954681396,0.9668301343917847,1.0,1.0
239, an English unaspirated stop.,unaspirated stops,0.10673069953918457,3.439584732055664,0.5698809623718262,0.6666666666666666,0.6666666666666666
240, The 19th century.,19th,0.045754194259643555,3.389726400375366,0.701187789440155,0.5,0.5
241," Through food, primarily meat, dairy, fish, and shellfish.",through food,0.11557292938232422,4.019011974334717,0.6939970254898071,0.4,0.4
242," Through a query language, such as SQL.",A linked-list system,0.11736536026000977,3.5823564529418945,0.22620835900306702,0.18181818181818182,0.18181818181818182
243, Database access control.,watermarking,0.11462974548339844,3.24166202545166,0.15283149480819702,0.0,0.0
244, Breath-voiced consonants.,breathy-voiced consonants,0.04521584510803223,3.4446370601654053,0.9398989081382751,0.6666666666666666,0.6666666666666666
245, Using tools provided by the DBMS vendor to help import databases from other popular DBMSs.,vendor provides tools,0.0655977725982666,4.31193995475769,0.3396068811416626,0.33333333333333337,0.1111111111111111
246, Database transactions can ensure accuracy after a crash by maintaining a log of operations and allowing for rollback or recovery to a previous state.,fault tolerance,0.04486989974975586,4.734724521636963,0.4540773034095764,0.0,0.0
247, Thousandths of an inch.,thousandths of an inch,0.08259153366088867,3.419773578643799,0.979422926902771,1.0,1.0
248, Aspiration.,Aspiration,0.05743598937988281,3.162112236022949,0.9633735418319702,1.0,1.0
249, Gloss papers give the highest optical density.,Gloss,0.11408829689025879,3.5305938720703125,0.5450804233551025,0.25,0.25
250, An aspirated affricate.,An aspirated affricate,0.18851709365844727,3.4538111686706543,0.9762084484100342,1.0,1.0
251, 0.0028 to 0.0071 inches.,0.0028 and 0.0071 in,0.04441118240356445,3.887329339981079,0.6066562533378601,0.6666666666666666,0.6666666666666666
252, Database Management System,database management system,0.19745922088623047,3.1756808757781982,1.0000001192092896,1.0,1.0
253, The wire mesh that transports the web leaves a pattern on the paper.,wire mesh,0.16534733772277832,3.9540798664093018,0.4890967607498169,0.2666666666666667,0.2666666666666667
254, A voiced consonant.,voiced consonants,0.08389449119567871,3.328160524368286,0.8669266104698181,0.8,0.8
255, SQL,SQL,0.07725191116333008,3.025347948074341,1.0,1.0,1.0
256, A program collects information using a navigational system by looping to access and retrieve related data.,require programs to loop,0.10113716125488281,4.288017272949219,0.44457530975341797,0.3,0.2
257, The aspirated bilabial stop.,aspirated bilabial stop,0.054051876068115234,3.5140328407287598,0.9361183643341064,0.8571428571428571,0.8571428571428571
258, A successful data model accurately reflects the possible state of the external world being modeled.,accurately reflect the possible state of the external world being modeled,0.05215120315551758,4.0983357429504395,0.8199760913848877,0.846153846153846,0.846153846153846
259, Synthetic coating.,synthetic,0.0867314338684082,3.1705899238586426,0.6605052947998047,0.6666666666666666,0.6666666666666666
260, 400%,400%,0.04523825645446777,3.1678383350372314,1.0000001192092896,1.0,1.0
261, North Sami.,North Sami,0.08374571800231934,3.2576520442962646,0.9844186902046204,1.0,1.0
262, SQL (Structured Query Language) is the most prominent database language.,SQL,0.04693913459777832,3.88942289352417,0.5893360376358032,0.18181818181818182,0.18181818181818182
263," In Danish and southern German, lenis consonants are distinguished from fortis counterparts mainly by their lack of aspiration.",their lack of aspiration,0.08931827545166016,4.590072870254517,0.2946602404117584,0.3636363636363636,0.3636363636363636
264," By searching for a key, uniquely defining a particular record.",by searching for this key,0.14260220527648926,3.8537068367004395,0.5271643400192261,0.5333333333333333,0.5333333333333333
265, /pʰ tʰ kʰ/,/pʰ tʰ kʰ/,0.05335378646850586,3.753859519958496,1.0000001192092896,1.0,1.0
266," Yes, a DBMS can be transferred to a different DBMS, but it may require a complex and costly process.",ano,0.05101633071899414,4.66698145866394,-0.018731053918600082,0.0,0.0
267, Aspirated.,aspirated,0.09892940521240234,3.2287094593048096,0.9514827728271484,1.0,1.0
268," A0 (A zero), measuring one square meter (approx. 1189 × 841 mm).",A0,0.05497884750366211,4.442774534225464,0.48494192957878113,0.16666666666666669,0.16666666666666669
269, The United States.,United States,0.0476839542388916,3.234013557434082,0.8440276384353638,0.8,0.8
270, Western Armenian.,Western Armenian,0.10806584358215332,3.170405149459839,0.9739585518836975,1.0,1.0
271, Baghdad,Baghdad,0.049043893814086914,3.0127110481262207,1.0,1.0,1.0
272, The relational model.,relational,0.061725616455078125,3.2440857887268066,0.8363490700721741,0.5,0.5
273, The superscript equal sign is a modifier letter used to indicate unaspiration in phonetics.,⟨t˭⟩,0.07076072692871094,4.235853910446167,0.2823367118835449,0.0,0.0
274," ""pin""",pin,0.0597681999206543,3.158698558807373,0.9100319743156433,1.0,1.0
275, Breath-voiced or murmured consonants.,breathy-voiced,0.08295679092407227,3.6995842456817627,0.7630930542945862,0.28571428571428575,0.28571428571428575
276, Voiceless consonants.,Voiceless consonants,0.05295562744140625,3.306633472442627,0.9598091244697571,1.0,1.0
277, A blotter sheet.,blotter sheet,0.04995989799499512,3.3153529167175293,0.9150630831718445,0.8,0.8
278, fricatives.,aspirated stops.,0.05082535743713379,3.247063636779785,0.20433638989925385,0.0,0.0
279, workload and access patterns.,Physical design,0.04512619972229004,3.315075397491455,0.29945066571235657,0.0,0.0
280, 2nd century AD,2nd,0.050019025802612305,3.3105874061584473,0.32235243916511536,0.5,0.5
281, ⟨b̤⟩,"⟨b̤⟩, with the diacritic",0.11770892143249512,3.317429304122925,0.8968086838722229,0.4,0.4
282, 31 pages.,31,0.04740333557128906,3.232022285461426,0.49528074264526367,0.6666666666666666,0.6666666666666666
283, Voiceless aspiration.,Voiceless aspiration,0.12114763259887695,3.29691743850708,0.9752783179283142,1.0,1.0
284," A modern DBMS requires a general-purpose computer, a database server, and a standard operating system to function.",standard operating system,0.14206719398498535,4.5187883377075195,0.502379834651947,0.2857142857142857,0.2857142857142857
285, Ionic and Aeolic.,Ionic and Aeolic,0.09932899475097656,3.3055784702301025,0.9676148891448975,1.0,1.0
286," A0, A1, A2, A3, A4.",length and width,0.04846644401550293,4.0323662757873535,0.18839290738105774,0.0,0.0
287," Yes, DBMS stores information in one place.",several types of storage,0.06369209289550781,3.6549594402313232,0.3480146825313568,0.0,0.0
288, A glottal stop or fricative.,glottal stop or fricative,0.05951809883117676,3.655285120010376,0.9355409741401672,0.888888888888889,0.888888888888889
289, Tuple calculus.,a set-oriented language,0.0440526008605957,3.1683361530303955,0.1795896589756012,0.0,0.0
290, ISO 216,ISO 216,0.0517733097076416,3.1610829830169678,1.0,1.0,1.0
291, A4,A3,0.04853224754333496,3.0872433185577393,0.7543962597846985,0.0,0.0
292, A strong burst of breath accompanying the release of certain consonants.,allophonic,0.10936307907104492,3.8798673152923584,0.22013816237449646,0.0,0.0
293," In a navigational system, information is stored in a single record with unused items not placed in the database.",in a single record,0.048545122146606445,4.531682729721069,0.3702268898487091,0.34782608695652173,0.34782608695652173
294, Debuccalization.,debuccalization,0.05619311332702637,3.304124355316162,0.9650366902351379,1.0,1.0
295, Yes.,according to suitable abstractions of the concrete domain of data,0.10449647903442383,3.127714157104492,0.010147016495466232,0.0,0.0
296, To standard paper sizes based on customary units.,standard paper sizes,0.08056902885437012,3.607015371322632,0.8725123405456543,0.5454545454545454,0.5454545454545454
297," A DBMS (Database Management System) is a software application that interacts with the user, other applications, and the database itself to capture, analyze, and manage data.","to allow the definition, creation, querying, update, and administration of databases",0.07537603378295898,5.390083074569702,0.552040696144104,0.21621621621621623,0.16216216216216214
298, 35%,35%,0.09138751029968262,3.1511011123657227,1.0000001192092896,1.0,1.0
299, Paperfoam is biodegradable and can be recycled with ordinary paper.,biodegradable,0.05854034423828125,4.026244163513184,0.6523707509040833,0.18181818181818182,0.18181818181818182
300, Fatty tissue of animals.,fatty tissue,0.05044436454772949,3.383896589279175,0.8658829927444458,0.6666666666666666,0.6666666666666666
301, Object-relational impedance mismatch is corrected by using object-oriented languages (as extensions to SQL) or object-relational mappings (ORMs) that allow programmers to interact with databases as objects.,object-oriented language,0.06950163841247559,5.6048972606658936,0.5473739504814148,0.1875,0.1875
302, Cai Lun,Cai Lun,0.09700727462768555,3.198230743408203,1.0,1.0,1.0
303, The Golden Age.,Golden Age,0.04682660102844238,3.22438645362854,0.9333413243293762,0.8,0.8
304, China,China,0.13644027709960938,3.0157699584960938,1.0000001192092896,1.0,1.0
305," No, INGRES moved to the emerging SQL standard.",INGRES moved to the emerging SQL standard,0.14405298233032227,3.8143057823181152,0.9060649275779724,0.9333333333333333,0.9333333333333333
306, A CAFS accelerator is a hardware disk controller with programmable search capabilities.,a hardware disk controller with programmable search capabilities,0.07246136665344238,4.093837022781372,0.7249373197555542,0.8,0.8
307, A key is used for linking information back together in a database.,uniquely defining a particular record,0.05281949043273926,3.8981423377990723,0.30087098479270935,0.11764705882352941,0.11764705882352941
308, 1971,1971,0.05312705039978027,3.1563303470611572,1.0,1.0,1.0
309, A level of indirection between internal and external views.,common,0.04926919937133789,3.7468953132629395,0.0635414868593216,0.0,0.0
310, Additives.,Additives,0.09751009941101074,3.1594254970550537,0.9567068815231323,1.0,1.0
311, Relational model.,logical,0.10620617866516113,3.2364017963409424,0.42199528217315674,0.0,0.0
312, Korean,Korean,0.08896994590759277,3.044722318649292,1.0,1.0,1.0
313, System R,"SQL/DS, and, later, Database 2 (DB2)",0.049971580505371094,3.0856692790985107,0.12244845181703568,0.0,0.0
314, Koine Greek grammarians,Greek grammarians,0.04608154296875,3.304030656814575,0.8441919684410095,0.8,0.8
315, SQL,CODASYL approach,0.04601788520812988,3.016252040863037,0.08698664605617523,0.0,0.0
316, Aspirated.,aspirated,0.047762155532836914,3.224602222442627,0.9514827728271484,1.0,1.0
317, 90%,90%,0.07988762855529785,3.1897518634796143,1.0,1.0,1.0
318, Breath-voiced or murmured dental stop.,Muddy consonants,0.05443525314331055,3.673821210861206,0.3192141056060791,0.0,0.0
319, database technology.,database technology,0.04445195198059082,3.162909507751465,0.933946430683136,1.0,1.0
320, oxalic acid,oxalic,0.047393798828125,3.1660375595092773,0.7562247514724731,0.6666666666666666,0.6666666666666666
321, Enterprise database management.,enterprise database management,0.047312021255493164,3.238187551498413,0.9576462507247925,1.0,1.0
322, lignin,lignin,0.09940981864929199,3.0902786254882812,1.0000001192092896,1.0,1.0
