idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
167," Shang Kexi's son, Shang Zhixin.",his son,0.0004873275756835,2.736991167068481,0.3794782161712646,0.25,0.25,Who did Kexi thing should take over for him?,1
168, Wu's army was crushed by the Green Standard Army.,crushed by the Green Standard Army,0.0004899501800537,2.347144365310669,0.7423142194747925,0.7499999999999999,0.7499999999999999,What happened to Wu's army?,1
169," In 1860, the British and French invaded Beijing after the Anglo-French forces marched on the city, and the emperor and his court fled the capital for the imperial hunting lodge at Rehe.",1860,0.0004913806915283,7.950414180755615,0.182657390832901,0.0588235294117647,0.0588235294117647,When was the Second Opium War?,1
170, Iran.,Iran,0.0004811286926269,0.608565092086792,0.92861407995224,1.0,1.0,"Along with Guatemala, what country's government did Eisenhower order overthrown?",1
171, Rescue boot disk,a rescue boot disk,0.000478982925415,0.8134689331054688,0.95464289188385,0.8571428571428571,0.8571428571428571,"Not using UTC, Windows can't multi boot with different versions of itself like you'd need to do to use what kind of disk?",1
172, The 2005 Israeli Daylight Saving Law.,The 2005 Israeli Daylight Saving Law,0.0004847049713134,2.158442974090576,0.9822447299957277,1.0,1.0,What law regulated the rules for time shifts in Israel according to the Jewish calendar?,1
173, 1895,1683,0.000481367111206,0.7999277114868164,0.406958520412445,0.0,0.0,When did Taiwan fall?,0
174," Building Partnerships is about interacting with others and is an inherently inter-personal and cross-cultural undertaking, aiming to develop, guide, and sustain relationships for mutual benefit and security.","develop, guide, and sustain relationships for mutual benefit and security",0.0005185604095458,6.986865282058716,0.6471728086471558,0.5128205128205129,0.5128205128205129,What are the goals of the Building Partnership interactions?,1
175," ""Solar time""",solar time,0.0004951953887939,0.9989166259765624,0.9424701929092408,1.0,1.0,"What does the Italian term for their winter time, ora solare, translate to in English?",1
176, 1673-1674,1673-1674,0.0005135536193847,1.3805689811706543,1.0,1.0,1.0,When did Wu destroy the Qing armies?,1
177," The US Navy's responsibilities include defending the United States and its interests, maintaining maritime superiority, and conducting a range of military operations, including sea control, power projection, and humanitarian assistance.",sea-based operations from aircraft carriers and amphibious aircraft,0.0004847049713134,7.372504711151123,0.4563703238964081,0.15,0.0999999999999999,What does the US Navy's responsibilities include?,0
178," She issued an imperial edict calling for reform proposals from the governors-general and governors and initiated the era of the dynasty's ""New Policies"", also known as the ""Late Qing Reform"".",issued an imperial edict,0.0004951953887939,7.371816873550415,0.5295026898384094,0.2222222222222222,0.2222222222222222,What did Cixi do in 1901?,1
179, 1894,1894,0.000490665435791,0.8024008274078369,1.0,1.0,1.0,When was the Armenian Mosaic re-discovered?,1
180, Which direction to shift clocks.,which direction to shift clocks,0.0004913806915283,1.3856327533721924,0.9856550693511964,1.0,1.0,"What does ""spring forward, fall back"" help people remember?",1
181, Yuan Shikai,General Yuan Shikai,0.0005152225494384,0.9950783252716064,0.9017128348350524,0.8,0.8,Who became the President of the Republic of China?,1
182, China proper,China proper,0.0004832744598388,0.6088793277740479,1.0,1.0,1.0,What is another name for the main 18 provinces?,1
183, World War I,war,0.00048828125,0.804781436920166,0.6956064701080322,0.5,0.5,Soldiers and boys helped by Porter Military Academy were affected by what?,1
184, The Air Force Officer Training School (OTS),Air Force Officer Training School,0.0004920959472656,1.963566780090332,0.858221173286438,0.8333333333333333,0.8333333333333333,What is another program that allows officers to become commissioned in the USAF?,1
185," There are three military departments in the Department of Defense: the Department of the Army, the Department of the Navy, and the Department of the Air Force.",three,0.0004899501800537,6.211030006408691,0.163298100233078,0.0714285714285714,0.0714285714285714,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",0
186, 1816,1816,0.0004940032958984,0.8015427589416504,1.0,1.0,1.0,"When was the ""american colonization society founded""?",1
187, 1637,1637,0.0004916191101074,0.8032703399658203,1.0000001192092896,1.0,1.0,When were the first couple Han Banners founded?,1
188, Complexity.,complexity,0.0004849433898925,0.6088836193084717,0.93230402469635,1.0,1.0,"Works of classical repertoire exhibit what in their use of orchestration and harmony, and form?",1
189, 1506,1506,0.0004835128784179,0.8016836643218994,1.000000238418579,1.0,1.0,When was St. Francis Xavier born?,1
190, The Kangxi Emperor's rule kicked off in 1661.,High Qing,0.0005431175231933,2.7354090213775635,0.3061505556106567,0.0,0.0,What era did Kanxi's rule kick off?,0
191, The Anglo-Chinese Convention of 1906.,1906 Anglo-Chinese Convention,0.0004899501800537,2.1593894958496094,0.9827762246131896,0.8,0.6,What was the name of the agreement between Britain and the Chinese that kept the British out of Tibet?,1
192, 9,nine,0.0004863739013671,0.608447790145874,0.9229578971862792,0.0,0.0,How many stories made up the Dharahara tower?,1
193, Shandong Province,Shandong Province,0.0004878044128417,0.99383544921875,1.0,1.0,1.0,Where were the missionaries killed?,1
194, Residential lighting and heating.,lighting and heating,0.000483751296997,1.191438913345337,0.8672141432762146,0.8571428571428571,0.8571428571428571,What two sources of energy use do DST proponents say are reduced by the time change?,1
195, electricity.,energy,0.00048828125,0.6130571365356445,0.6666168570518494,0.0,0.0,The first law of thermodynamics asserts that what is always conserved and that heat flow is a form of energy transfer?,0
196, The Senate.,Senate,0.0004851818084716,0.8054506778717041,0.909447431564331,0.6666666666666666,0.6666666666666666,What group determined the truth of a prodigy?,1
197, 2 years,virtually guaranteed after two years,0.0005054473876953,0.8064596652984619,0.6319367289543152,0.2857142857142857,0.2857142857142857,How long does it usually take to be promoted from second to first lieutenant in the USAF? ,1
198, The United States Air Force.,Air Force,0.0004820823669433,1.3840835094451904,0.8881689310073853,0.5714285714285715,0.5714285714285715,What branch of the military is in charge of Cyberspace defense? ,1
199, Wu Sangui,Wu Sangui,0.0004944801330566,0.8020484447479248,1.0,1.0,1.0,Who was the most important Ming general?,1
200," The Missile Badge (or ""pocket rocket"")",Shields of USAF Fire Protection,0.0004844665527343,2.158263683319092,0.3866447508335113,0.0,0.0,What is one of the types of Authorized Badges in the USAF? ,0
201," The US Air Force has many traditions, including ""Friday Name Tags"" in flying units, an annual ""Mustache Month"", and the use of ""challenge coins"".","""Friday Name Tags"" in flying units",0.000493049621582,6.5969061851501465,0.7484909296035767,0.4,0.4,What traditions does the US Air Force have? ,0
202, 1963,1963,0.0005059242248535,0.802311897277832,1.0,1.0,1.0,In what year did the Robbins report say that universities should have four objectives to remain balanced?,1
203, The United States.,United States,0.0004982948303222,0.9958643913269044,0.8440276384353638,0.8,0.8,What country is more religious than other developed nations?,1
204, Air and Space Expeditionary Task Force (AETF),forces,0.0005083084106445,2.3495240211486816,0.2514849305152893,0.25,0.25,"What are ""Chopped"" units called in the USAF?",0
205, Agrarian societies.,agrarian,0.0004873275756835,0.99847149848938,0.8777421712875366,0.6666666666666666,0.6666666666666666,"What reform, initiated by Nasser, caused the Egyptian economy to grow?",0
206, 1673-1674,1623,0.0004811286926269,1.3806054592132568,0.5809991359710693,0.0,0.0,When did a Han revolt occur?,0
207, daylight saving time,daylight saving time,0.0004887580871582,0.8027114868164062,1.0,1.0,1.0,Which form of the phrase is more common in print publications?,1
208," 500,000 hectares in Manchuria and tens of thousands of hectares in Inner Mongolia.","500,000 hectares",0.00048828125,3.894389152526856,0.6310763359069824,0.3529411764705882,0.3529411764705882,How much land did the Han cultivate?,0
209," The US employs the global reach capability of airlift to deliver forces and materiel to crisis locations worldwide, providing a rapid and flexible response to various situations and time frames.",delivering forces to crisis locations,0.0004961490631103,6.792808771133423,0.5719289779663086,0.2857142857142857,0.2857142857142857,How does the US employ the global reach capability of airlift? ,1
210," The opening of the Suez Canal in 1869, which made the islands no longer needed as a stopping port or for shelter for journeys from Europe to East Asia.",the opening of the Suez Canal,0.0004818439483642,6.792782783508301,0.7131860852241516,0.3428571428571428,0.3428571428571428,what is one reason that caused the island to become less used?,1
211, 1916,1916,0.0004961490631103,0.8016552925109863,1.0,1.0,1.0,In what year did Rome Ciampino Airport open?,1
212, Viceroy or Governor-General,governor,0.0005028247833251,1.3815410137176514,0.6713460683822632,0.4,0.4,What was the name of the highest ranking official in a province?,0
213, 1895,1895,0.000495433807373,0.800997257232666,1.0000001192092896,1.0,1.0,When did New York City annex part of Eastchester?,1
214, Studies have shown that DST generally increases gas consumption from cars.,increases,0.0004928112030029,2.5447661876678467,0.2207487523555755,0.1666666666666666,0.1666666666666666,Does intimacy between same-sex siblings increase or decrease during adolescence?,0
215, Xinjiang,Xinjiang,0.00048828125,0.6089696884155273,1.0,1.0,1.0,What is another name for Chinese Turkestan?,1
216, The KC-46A Pegasus.,KC-46A Pegasus,0.0005035400390625,1.771421194076538,0.9443227648735046,0.8571428571428571,0.8571428571428571,What aircraft will be available for use by the US Air Force in 2017?,1
217, The New Army.,the New Army,0.0004975795745849,0.994619607925415,0.9842534065246582,1.0,1.0,What was the new modern army called?,1
218, Manchu and Han Chinese.,Manchu and a Han Chinese,0.0004796981811523,1.3817672729492188,0.9650579690933228,0.888888888888889,0.888888888888889,Which two ethnicities made up each position in government?,1
219, Planning and Directing.,agile combat support operations,0.0004982948303222,1.1968462467193604,0.1984969228506088,0.0,0.0,What is one of the C2 related functions that the Command and Control mission of the Air Force uses? ,0
220, The operational environment that Space Control depends on is the space environment and the operational environment upon which space operations depend.,space situational awareness,0.0004830360412597,4.4833643436431885,0.4920414984226227,0.0833333333333333,0.0833333333333333,What is the operational environment that Space Control depends on? ,0
221," The likely heirs to the throne were the four senior cabinet ministers appointed by the Shunzhi Emperor on his deathbed, including Sonin, Ebilun, Suksaha, and Oboi.",Hong Taiji's oldest son Hooge and Hong Taiji' half brother Dorgon,0.0005216598510742,8.335828304290771,0.3081797361373901,0.0526315789473684,0.0526315789473684,Who were the likely heirs?,0
222, Fujian.,Fujian,0.0004928112030029,0.8036718368530273,0.9785184860229492,1.0,1.0,Where did the fight between Ming loyalists and Manchus occur?,1
223, 1904,early 20th century,0.0005006790161132,0.8003637790679932,0.562429666519165,0.0,0.0,When did the British invade Tibet?,1
224, Heavy fuel oil.,heavy fuel oil,0.0004892349243164,0.9962782859802246,0.9208344221115112,1.0,1.0,What was spilled when the freighter ran aground?,1
225," The Great Divergence refers to the economic divergence between the Western world and China, where the Western world overtook China economically, despite China's earlier lead in economic development.",Western world overtook China economically,0.0004918575286865,6.984647750854492,0.6487612128257751,0.2941176470588235,0.2941176470588235,What was the Great Divergence?,1
226," ""Spring forward, fall back""","spring forward, fall back",0.000486135482788,1.5757853984832764,0.9279362559318542,1.0,1.0,What phrase is often used in North America when speaking about DST?,1
227, 1918,1918,0.0004832744598388,0.8032007217407227,1.0,1.0,1.0,In what year did Argentina's University Revolution occur?,1
228," The purpose of electronic warfare is to deny the opponent an advantage in the electromagnetic spectrum and ensure friendly, unimpeded access to the EM spectrum portion of the information environment.",deny the opponent an advantage in the EMS,0.0004904270172119,6.790676593780518,0.4229238331317901,0.3684210526315789,0.3684210526315789,What is the purpose of electronic warfare?,1
229, Time zone.,time zone,0.0004851818084716,0.8115322589874268,0.9288813471794128,1.0,1.0,"When using a sundial, we must adjust the reading to reflect natural discrepancies and the effect of what other influence?",1
230, Traffic accidents.,decreased economic efficiency,0.0004994869232177,0.8026275634765625,0.0626033022999763,0.0,0.0,What have some people argued correlates with time shifts from daylight savings?,0
231, The Great Wall.,north of the Great Wall,0.0005173683166503,0.9990251064300536,0.7477205991744995,0.7499999999999999,0.7499999999999999,Where did the Ming armies retreat to?,0
232," The EC-130H is used by the US Air Force for electronic warfare, specifically for jamming enemy communications and radar systems.",Electronic Warfare/Jamming,0.0004885196685791,5.260540246963501,0.5294821262359619,0.25,0.25,What is the EC-130H used for by the US Air Force? ,1
233, 2,two,0.0004839897155761,0.6099815368652344,0.8183472156524658,0.0,0.0,How many types are Nepali works of art typically divided into?,1
234, 3.5%,3.5%,0.0004806518554687,1.1922287940979004,1.0,1.0,1.0,What percentage of all electricity usage in the U.S. and Canada is from residential lighting?,1
235," Each wing, group, or squadron usually has its own slogan(s) and information can usually be found on the wing, group, or squadron websites.","wing, group, or squadron websites",0.000481367111206,6.021481275558472,0.7671890258789062,0.3448275862068966,0.3448275862068966,"Where can individual each USAF wing, group or squadrons individual motto be found?",1
236, William Willett,William Willett,0.0005042552947998,0.8064785003662109,1.0,1.0,1.0,"Some people believe it wasn't Hudson who created DST, but an Englishman by what name?",1
237, 12 core functions.,twelve,0.000481367111206,1.1914522647857666,0.3904165029525757,0.0,0.0,How many core functions did the Air Force reduce its duties down to recently? ,1
238," Canton, Amoy, Fuchow, Ningpo, and Shanghai.","Canton, Amoy, Fuchow, Ningpo and Shanghai",0.0004878044128417,3.121235609054565,0.9888060688972472,1.0,1.0,What 5 ports did the treaty force open?,1
239," Major General Charles J. Dunlap, Jr.","Major General Charles J. Dunlap, Jr.",0.0004992485046386,2.1567165851593018,1.0000001192092896,1.0,1.0,What author wrote about the US Air Force egalitarian culture?,1
240, Magnify.,magnify,0.00050950050354,0.8039581775665283,0.9690241813659668,1.0,1.0,Does daylight savings sometimes minimize or magnify the drawbacks of standard time?,1
241," Jade, ginseng, salt, furs, and textiles.","jade, ginseng, salt, furs",0.00048828125,2.928106546401977,0.893089771270752,0.8,0.8,What did China trade with Tibet and Mongolia?,0
242, 1784,1784,0.0005145072937011,0.8054354190826416,0.9999998807907104,1.0,1.0,When did Britain pass Pitt's India Act?,1
243, The Jiangnan region.,Jiangnan region,0.000483751296997,1.1865601539611816,0.9647237062454224,0.8,0.8,Where were textile factories located?,1
244, The Lifan Yuan.,Lifan Yuan,0.0005004405975341,1.1894316673278809,0.9077352285385132,0.8,0.8,What was the main government entity that ran the territories like Tibet?,1
245, 300 million.,300 million,0.0004918575286865,0.9974532127380372,0.9780323505401612,1.0,1.0,What was China's population at the end of the 18th century?,1
246, 2,two,0.0004937648773193,0.6086940765380859,0.8183472156524658,0.0,0.0,How many types are Nepali works of art typically divided into?,1
247, The British government.,the British government,0.0004980564117431,0.9960973262786864,0.9721879363059998,1.0,1.0,"Who continued to advise governors-general of granting of assent, even after their colonies had responsible government?",1
248," The Lifan Yuan, a central government institution, governed the areas of Tibet and Mongolia.",Lifan Yuan,0.0004901885986328,3.700686693191528,0.6107929944992065,0.25,0.25,What was the main government entity that ran the territories like Tibet?,1
249, The Taiping Rebellion in the mid-19th century marked the first major instance of anti-Manchu sentiment threatening the stability of the dynasty.,The Taiping Rebellion,0.000483751296997,5.68138599395752,0.6303713321685791,0.2307692307692307,0.2307692307692307,What marked the first occurence of anti-Manchu feeling?,1
250," Li Zicheng was a former minor Ming official who led a coalition of rebel forces that sacked the Ming capital Beijing in 1644, marking the official end of the Ming dynasty.",former minor Ming official,0.00048828125,7.428462028503418,0.48918217420578,0.2285714285714286,0.2285714285714286,Who was Li Zicheng?,1
251, 98,98,0.0004892349243164,0.6126115322113037,1.0,1.0,1.0,How many miles of shelving are in BYU's Harold B. Lee Library?,1
252," Shang Kexi, Geng Zhongming, and Kong Youde.","Shang Kexi, Geng Zhongming, and Kong Youde",0.000478982925415,3.540010929107666,0.9930880069732666,1.0,1.0,Who were the three Liandong Han bannermen who were instrumental in the taking of southern China?,1
253, Manchus.,Manchus,0.0004880428314208,1.002462387084961,0.9821001887321472,1.0,1.0,What ethnicity made up the Upper Three Banners?,1
254, 1894-1895,1895,0.0004911422729492,1.3920574188232422,0.921534299850464,0.6666666666666666,0.6666666666666666,When did New York City annex part of Eastchester?,0
255, Ramadan,Ramadan,0.0004832744598388,0.421384334564209,1.0000001192092896,1.0,1.0,Which month is designated for fasting in the Quran?,1
256, Yuan Shikai,Yuan,0.0004806518554687,0.9997291564941406,0.8031843900680542,0.6666666666666666,0.6666666666666666,Who became the President?,1
257, Nuclear surety.,Nuclear surety,0.0004894733428955,1.0019476413726809,0.9782701730728148,1.0,1.0,What ensures the safety of nuclear operations? ,1
258, Indochina,Indochina,0.0004827976226806,0.8075931072235107,1.0,1.0,1.0,Which territory did France control?,1
259, The British and French troops.,Qing government,0.0005011558532714,1.3923308849334717,0.2528421878814697,0.0,0.0,Who did the Europeans support during the Rebellions?,0
260, Flight hours for crew training.,flight hours for crew training,0.0005202293395996,1.3981430530548096,0.9310857057571412,1.0,1.0,What has there been a sharp reduction in during the years following 2005 in the USAF?,1
261, Robert Gates was the Secretary of Defense of the United States.,Secretary of Defense,0.0004963874816894,2.5602102279663086,0.7151303887367249,0.4285714285714285,0.4285714285714285,What position was held by James Forrestal?,0
262, Ramadan.,the evening dinner,0.0005154609680175,0.6136913299560547,0.4083543419837951,0.0,0.0,What would DST delay if observed during the Muslim holy month?,0
263, The Green Standard Army.,Yongying corps,0.0004870891571044,1.197094440460205,0.4590611457824707,0.0,0.0,What entity became the main Qing troops?,0
264, New York,New York,0.0005381107330322,0.6228954792022705,1.0,1.0,1.0,Where was the band Talking Heads based out of?,1
265, heaters,heating,0.0004820823669433,0.426729679107666,0.7530485391616821,0.0,0.0,Pasteurisation and autoclavation are examples of what kind of technique?,1
266, When DST rules change.,when DST rules change,0.0004894733428955,1.196924924850464,0.9588033556938172,1.0,1.0,When does the table of rule sets the Windows operating system uses have to be updated?,1
267, Industrialized societies.,Industrialized,0.0004963874816894,0.9999454021453856,0.8421385288238525,0.6666666666666666,0.6666666666666666,What kind of societies usually follow a regular daily schedule year-round?,1
268, At least two.,two,0.0004935264587402,1.0052704811096191,0.7027037143707275,0.5,0.5,How many types are Nepali works of art typically divided into?,0
269, The Ming dynasty men typically wore their hair in the form of a top-knot.,top-knot,0.0004975795745849,3.509458541870117,0.4557271599769592,0.2352941176470588,0.2352941176470588,How did the Ming's typically wear their hair>,1
270, The USAF Fitness Test (AFFT),Fit to Fight program,0.0004894733428955,1.965431928634644,0.4130181670188904,0.2222222222222222,0.2222222222222222,What is the more strict program that the USAF adopted in 2010 called?,0
271, Texas,Texas,0.0004832744598388,0.4158463478088379,1.0,1.0,1.0,What state were Johnson and Rayburn from?,1
272, Higher,higher,0.0004923343658447,0.4151744842529297,1.0,1.0,1.0,Are prices at these outlets generally higher or lower than street prices?,1
273, Chinese generals and officials such as Zuo Zongtang led the suppression of rebellions and stood behind the Manchus.,Zuo Zongtang,0.0004854202270507,5.245222091674805,0.5105671882629395,0.1999999999999999,0.1999999999999999,Who put down the rebellions?,1
274, The early 2000s.,early 2000s,0.0004940032958984,1.5774312019348145,0.9382020831108092,0.8,0.8,When did the USAF have several missteps of aircraft procurement projects? ,1
275, The original plan for the Xiang Army was to eradicate the Taiping rebels.,eradicate the Taiping rebels,0.0004866123199462,3.3152964115142822,0.7003667950630188,0.4705882352941176,0.4705882352941176,What was the original plan for the Xiang Army?,1
276, Xi'an,Rehe,0.0004839897155761,0.6071591377258301,0.2199724912643432,0.0,0.0,Where did the emperor go?,0
277, 75 points.,75 points,0.0004844665527343,0.9963350296020508,0.9731156826019288,1.0,1.0,What is a passing score on the US Air Force Fitness Test? ,1
278, Benjamin Franklin,Franklin,0.000486135482788,0.6242101192474365,0.8449258208274841,0.6666666666666666,0.6666666666666666,On what Richmond street did General Lee live for a while?,0
279, morning,morning,0.0004851818084716,0.4189324378967285,1.0000001192092896,1.0,1.0,When do the CCA1  and LHY function?,1
280, 1,one,0.000478982925415,0.6127440929412842,0.7313902378082275,0.0,0.0,How many restaurants in the western style were present in Kathmandu circa 1955?,1
281, Change their clocks.,change their clocks,0.0005018711090087,0.996375560760498,0.9589605331420898,1.0,1.0,What do people often have trouble remembering to do for DST?,1
282, Roman sundials.,water clocks,0.0004999637603759,0.9944744110107422,0.2324431836605072,0.0,0.0,What kind of clocks did the Romans use?,0
283, The first Saturday in September and the first Saturday in March.,Saturday,0.0004959106445312,2.5426928997039795,0.6510502099990845,0.1666666666666666,0.1666666666666666,On what nights does CBC generally reserve broadcasting for hockey?,0
284," The three Han Bannermen positions were called the ""Iron cap princes"".",viceroys,0.0004916191101074,3.1219961643218994,0.2717142105102539,0.0,0.0,What was the three Han Bannermen position called?,0
285, The USAF attempted to make these adjustments by primarily cutting the Air National Guard and Air Force Reserve aircraft fleets and their associated manpower.,cutting the Air National Guard and Air Force Reserve aircraft fleets,0.0005054473876953,5.250035762786865,0.7300151586532593,0.6285714285714286,0.6285714285714286,How did the USAF try to make these adjustments to help with strength and readiness of its fleet? ,1
286, UTC (Coordinated Universal Time),local time,0.0004889965057373,1.575849533081055,0.6524171829223633,0.3333333333333333,0.3333333333333333,What does Microsoft Windows use internally for its real-time clock?,0
287, zomertijd,zomertijd,0.0004806518554687,0.9952733516693116,1.0000001192092896,1.0,1.0,What word do speakers of Dutch use for DST?,1
288, Corporate information technologists.,corporate information technologists,0.0004887580871582,1.191528081893921,0.9615673422813416,1.0,1.0,Which professionals bore the brunt of the effort to upgrade systems affected by time changes?,1
289, 1856–1860,(1856–60),0.0005104541778564,1.380789279937744,0.883980393409729,0.5,0.5,When was the Arrow War?,1
290, 1961,1961,0.0004994869232177,0.8016529083251953,0.9999998807907104,1.0,1.0,When did Kubitschek leave office?,1
291, Kazakhstan,Kazakhstan,0.00048828125,0.4200532436370849,1.0,1.0,1.0,Where is the largest Slavic minority located?,1
292, 1858,1858,0.0005080699920654,0.8032276630401611,1.0,1.0,1.0,When was the Cochinchina Campaign?,1
293, Friendly airspace.,friendly,0.0004899501800537,0.8032951354980469,0.4459203779697418,0.6666666666666666,0.6666666666666666,What sort of airspace is the DCA designed to protect?,1
294, 2,twice,0.0005021095275878,0.6246790885925293,0.5129031538963318,0.0,0.0,How many times did Nagumo change orders for arming his aircraft?,1
295, Urban workers are more likely to support DST.,urban workers,0.000490665435791,1.964651107788086,0.530866265296936,0.4,0.4,Which group is more likely to support DST: urban workers or rural farmers?,1
296," ""Aim high"" followed with the response, ""Fly-Fight-Win""","""Aim high"" followed with the response, ""Fly-Fight-Win""",0.0004897117614746,3.510148763656616,1.0,1.0,1.0,What is the most recent US Air Force recruitment slogan in October 2010?,1
297, Title 10 of the United States Code.,Title 10,0.000490665435791,1.9651703834533687,0.6478173732757568,0.4444444444444445,0.4444444444444445,What section in the US Code for the Secretary of the Air Force allows for the appointment of warrant officers?,1
298, A demonstration of resolve and compassion.,resolve and compassion,0.0004894733428955,1.576355218887329,0.8436306715011597,0.6666666666666666,0.6666666666666666,What does this US presence represent during a humanitarian crisis? ,1
299, Women.,women,0.0004854202270507,0.6089468002319336,0.9446245431900024,1.0,1.0,What group that had been to this point neglected was included in this thought?,1
300, 2008,2008,0.0004923343658447,0.8022692203521729,1.0,1.0,1.0,When was 'The World In Grey' published?,1
301, The Republic of China.,Republic of China,0.0004911422729492,1.189389705657959,0.9545446634292604,0.8571428571428571,0.8571428571428571,What government took over from the Manchu dynasty?,1
302, France,Ireland,0.0004982948303222,0.4246096611022949,0.6335591077804565,0.0,0.0,Where do thousands of early tombs still exist?,0
303, An anti-Manchu writer.,anti-Manchu writer,0.0004963874816894,1.3802490234375,0.974974513053894,0.8571428571428571,0.8571428571428571,Who did Yongzheng behead?,1
304, 1854,1854,0.0004885196685791,0.8021500110626221,1.0000001192092896,1.0,1.0,When did the British try to redo the Treaty of Nanjing?,1
305, Good people (liangmin) and mean people (jianmin).,"the good ""commoner"" people, the other ""mean"" people",0.0004806518554687,2.9286375045776367,0.5210555791854858,0.5333333333333333,0.5333333333333333,What 2 groups were normal Chinese broken into?,1
306, ordinary system maintenance.,system maintenance,0.0004847049713134,1.0061826705932615,0.9047982096672058,0.8,0.8,"IANA, or zoneinfo, updates are installed as a part of what ordinary function when changes to DST policy are made?",1
307, 5,five,0.0004873275756835,0.6076977252960205,0.9229784607887268,0.0,0.0,How many sectors make up the Kathmandu metropolitan area?,1
308, Six Chapters of a Floating Life,Six Chapters of a Floating Life,0.0004835128784179,1.3818273544311523,1.0,1.0,1.0,What was the name of Shen Fu's memoir?,1
309, The Kangxi Emperor's Sacred Edict of 1670 effectively extolled Confucian family values.,western military technology,0.0004911422729492,4.475873947143555,0.0132773397490382,0.0,0.0,What would the Chinese use to continue Confucian values?,0
310, 16 year mark for promotion to full colonel.,16 year mark,0.0004827976226806,2.35006046295166,0.5996254682540894,0.5454545454545454,0.5454545454545454,The promotion process repeats when for officers promoted early in the USAF?,1
311, The Qianlong Emperor.,Qianlong,0.0004944801330566,1.3821146488189695,0.7900508046150208,0.5,0.5,Which emperor allowed Han migration to Dzungaria?,1
312, Zeng Guofan was a Chinese official who organized regional and village militias into an emergency army called the Xiang Army to fight against the Taiping Rebellion.,Xiang Army,0.0004887580871582,6.407149076461792,0.6401293277740479,0.1428571428571428,0.1428571428571428,What was Zeng Guofan?,1
313, Hong Xiuquan,Hong,0.0004847049713134,0.9940881729125975,0.7318103909492493,0.6666666666666666,0.6666666666666666,Who was king of Taiping Heavenly Kingdom?,1
314, Permanent daylight saving time.,permanent daylight saving time,0.0004892349243164,1.1886532306671145,0.938246488571167,1.0,1.0,What phrase describes keeping adjusted summer hours year-round?,1
315, The imbalance of trade and the drain of silver.,imbalance of trade and the drain of silver,0.0004899501800537,2.156027317047119,0.9733889102935792,0.9411764705882352,0.9411764705882352,What were the British and French concerned about?,1
316, B-52H,B-52H,0.0004897117614746,0.997065544128418,1.0000001192092896,1.0,1.0,What aircraft in the USAF was introduced in the 1960s?,1
317, 20-30 million people died during the Taiping Rebellion and the Dungan Revolt.,20 million people,0.0004897117614746,3.897578239440918,0.4062281250953674,0.375,0.375,How many people died during the Taiping Rebellion and the Dungan Revolt?,0
318, Empress Dowager Ci'an,Cixi,0.0004847049713134,1.383291244506836,0.3710152208805084,0.0,0.0,What was the name of Xianfeng's concubine?,0
319," The Department of the Air Force is managed by the civilian Secretary of the Air Force, under the authority, direction, and control of the Secretary of Defense.",Secretary of the Air Force,0.0004808902740478,6.214602947235107,0.715979814529419,0.3125,0.3125,Who is the Department of the Air Force managed by?,1
320," Enlisted promotions in the USAF are granted based on a combination of test scores, years of experience, and selection board approval.","based on a combination of test scores, years of experience, and selection board approval",0.0004835128784179,5.247471809387207,0.5393936634063721,0.8,0.8,How are Enlisted promotions in the USAF decided? ,1
321," Geography, climate, and economics.",methodology,0.0004889965057373,1.5760459899902344,0.3060361742973327,0.0,0.0,What factor determines the numbers people reach for estimates when studying DST?,0
322," peanuts, sweet potatoes, and maize.",potato and peanut,0.0005159378051757,1.7672622203826904,0.6791618466377258,0.7499999999999999,0.5,What crops helped the Chinese?,0
323," The introduction of new crops from the Americas, such as the potato and peanut, allowed for an improved food supply, leading to a rapid increase in population.",prosperity and internal stability,0.0005116462707519,6.214014530181885,0.2476566135883331,0.064516129032258,0.064516129032258,What led to overpopulation in China?,0
324, Skin cancer.,skin cancer,0.00048828125,0.802483320236206,0.908152401447296,1.0,1.0,What cancer can be caused by too much time in the sun?,1
325, The Washington Post.,The Washington Post,0.0004842281341552,0.9990017414093018,0.9752606749534608,1.0,1.0,What newspaper reported on Schwartz's dismantlement of the US Air Force's class system?,1
326," Retailers, sporting goods makers, and other businesses.",postal workers,0.0005133152008056,2.3500330448150635,0.2079583406448364,0.0,0.0,"Joining farmers, what other kind of workers opposed SDST?",0
327, 1895,1895,0.000500202178955,0.8058836460113525,1.0000001192092896,1.0,1.0,When did New York City annex part of Eastchester?,1
328," The Qing dynasty made up China of Han Chinese, Manchu, Mongols, and Tibetans.",Han and non-Han peoples,0.0004963874816894,4.087812662124634,0.4035709500312805,0.2222222222222222,0.2222222222222222,What ethnice groups did the Qing thin made up China?,1
329, Summer.,summer,0.0004897117614746,0.6127119064331055,0.9578108191490172,1.0,1.0,What season is red identified with in China?,1
330, Church bells and firing cannons at sunrise.,ringing church bells,0.0004994869232177,1.7711851596832275,0.6139222383499146,0.4,0.4,"In addition to cannon fire, what did Franklin suggest to act as Parisians' alarm clock?",1
